id,digit,anio,mes,fecha,municipio,zona,calles,inmueble,oferta,sup lote,sup constr,dormitorios,banios,garaje,nueva,costo total,repetidos,especiales,observaciones,s_mun,s_ofer,s_inm,s_dorm,s_ban,s_neo,s_lot,s_const,S_PRECIO,SL,SC,PRECIO,PLOTE,PCONST,PCOMT,PLTMT,base
810,rld,2012,10,7,Cochabamba,norte D2,aranjuez,Casa en Urb.,Inmobiliaria,,,,,,1,,,0,,cb,otro,casurb,NE,ne,nueva,ne,ne,ne,0,0,0,0,0,,,1.00
811,rld,2012,10,7,Cochabamba,oeste,hipodromo,Casa,Inmobiliaria,,,,,,0,,,0,,cb,otro,cas,NE,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
812,rld,2012,10,7,Cochabamba,sud,laguna alalay,Casa,Inmobiliaria,1080,,,,,0,,,0,,cb,otro,cas,NE,ne,ne,697-max,ne,ne,1,0,0,0,0,,,1.00
813,rld,2012,10,7,Cochabamba,oeste,av dorbigny,Casa,Inmobiliaria,526,,,,,0,,,0,,cb,otro,cas,NE,ne,ne,431-696,ne,ne,1,0,0,0,0,,,1.00
814,rld,2012,10,7,Cochabamba,norte D11,stadium,Casa,Inmobiliaria,226,,,,,0,,,0,,cb,otro,cas,NE,ne,ne,144-300,ne,ne,1,0,0,0,0,,,1.00
815,rld,2012,10,7,Cochabamba,sud,san carlos,Casa,Inmobiliaria,,,,,,0,,,0,,cb,otro,cas,NE,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
816,rld,2012,10,7,Cochabamba,este,av papa paulo,Casa,Inmobiliaria,549,,,,,0,,,0,,cb,otro,cas,NE,ne,ne,431-696,ne,ne,1,0,0,0,0,,,1.00
817,rld,2012,10,7,Sacaba,,av villazon,Casa,Inmobiliaria,,,,,,0,28500,,0,,sac,otro,cas,NE,ne,ne,ne,ne,11-82,0,0,1,0,0,,,1.00
818,rld,2012,10,7,Sacaba,bella vista,,Casa,Inmobiliaria,,,4,,,0,,,0,,sac,otro,cas,4,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
819,rld,2012,10,7,Sacaba,el abra,,Casa,Inmobiliaria,,,,,,0,59000,,0,,sac,otro,cas,NE,ne,ne,ne,ne,11-82,0,0,1,0,0,,,1.00
820,rld,2012,10,7,Cochabamba,centro,,Casa,Inmobiliaria,,,,,,0,,,0,,cb,otro,cas,NE,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
821,rld,2012,10,7,Cochabamba,,av blanco galindo,Casa,Inmobiliaria,,,,,,0,,,0,,cb,otro,cas,NE,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
822,rld,2012,10,7,Colcapirhua,aduana,,Casa,Inmobiliaria,355,,,,,0,84700,,0,,colc,otro,cas,NE,ne,ne,301-430,ne,82-130,1,0,1,1,0,,,1.00
823,rld,2012,10,7,Cochabamba,,av america,Casa,Inmobiliaria,440,,,,,0,,,0,,cb,otro,cas,NE,ne,ne,431-696,ne,ne,1,0,0,0,0,,,1.00
824,rld,2012,10,7,Cochabamba,sud,av siglo xx,Casa,Inmobiliaria,500,,,,,0,,,0,,cb,otro,cas,NE,ne,ne,431-696,ne,ne,1,0,0,0,0,,,1.00
825,rld,2012,10,7,Tiquipaya,,av ecologica,Casa,Inmobiliaria,,,,,,0,81000,,0,,tiq,otro,cas,NE,ne,ne,ne,ne,11-82,0,0,1,0,0,,,1.00
826,rld,2012,10,7,Cochabamba,oeste,av peru,Casa,Inmobiliaria,,,,,,1,,,0,,cb,otro,cas,NE,ne,nueva,ne,ne,ne,0,0,0,0,0,,,1.00
827,rld,2012,10,7,Cochabamba,noroeste,av simon lopez,Casa,Inmobiliaria,,,,,,0,,,0,,cb,otro,cas,NE,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
828,rld,2012,10,7,Sacaba,pacata baja,,Casa,Inmobiliaria,,,,,,1,85000,,0,,sac,otro,cas,NE,ne,nueva,ne,ne,82-130,0,0,1,0,0,,,1.00
829,rld,2012,10,7,Cochabamba,sud,tamborada,Casa,Inmobiliaria,,,3,,,0,58300,,0,,cb,otro,cas,3,ne,ne,ne,ne,11-82,0,0,1,0,0,,,1.00
830,rld,2012,10,7,Cochabamba,norte D1,villa moscu,Casa,Inmobiliaria,,,,,,1,,,0,,cb,otro,cas,NE,ne,nueva,ne,ne,ne,0,0,0,0,0,,,1.00
831,rld,2012,10,7,Cochabamba,sarco,sobre avenida,Casa,Inmobiliaria,1074,,,,,0,,,0,,cb,otro,cas,NE,ne,ne,697-max,ne,ne,1,0,0,0,0,,,1.00
832,rld,2012,10,7,Quillacollo,norte D1,mirador,Casa,Inmobiliaria,512,320,,,,0,,,0,,qllo,otro,cas,NE,ne,ne,431-696,273+,ne,1,1,0,0,0,,,1.00
833,rld,2012,10,7,Cochabamba,sud,av petrolera,Casa,Inmobiliaria,500,,,,,0,,,0,,cb,otro,cas,NE,ne,ne,431-696,ne,ne,1,0,0,0,0,,,1.00
834,rld,2012,10,7,Cochabamba,sud,zona fuerza aerea,Casa,Inmobiliaria,461,,,,,0,,,0,,cb,otro,cas,NE,ne,ne,431-696,ne,ne,1,0,0,0,0,,,1.00
835,rld,2012,10,7,Cochabamba,oeste,av peru,Casa,Inmobiliaria,336,,,,,0,159000,,0,,cb,otro,cas,NE,ne,ne,301-430,ne,130-194,1,0,1,1,0,,,1.00
836,rld,2012,10,7,Sacaba,pacata,,Casa,Inmobiliaria,,,3,,,0,118000,,0,,sac,otro,cas,3,ne,ne,ne,ne,82-130,0,0,1,0,0,,,1.00
837,rld,2012,10,7,Cochabamba,oeste,urb el bosque I,Casa,Inmobiliaria,1003,540,4,,,0,,,0,,cb,otro,cas,4,ne,ne,697-max,273+,ne,1,1,0,0,0,,,1.00
838,rld,2012,10,7,Cochabamba,norte D2,alto temporal,Casa,Inmobiliaria,,,3,,,1,198000,,0,,cb,otro,cas,3,ne,nueva,ne,ne,194+,0,0,1,0,0,,,1.00
839,rld,2012,10,7,Cochabamba,oeste,chiquicollo,Casa,Inmobiliaria,2869,,3,,,0,387000,,0,,cb,otro,cas,3,ne,ne,697-max,ne,194+,1,0,1,1,0,,,1.00
840,rld,2012,10,7,Cochabamba,norte D2,cerca semapa av circunvalacion,Casa,Inmobiliaria,,,9,,,1,249000,,0,,cb,otro,cas,5+,ne,nueva,ne,ne,194+,0,0,1,0,0,,,1.00
841,rld,2012,10,7,Sacaba,pacata baja,cerca colegio sr de mayo,Casa,Inmobiliaria,,,5,,,0,175000,,0,,sac,otro,cas,5+,ne,ne,ne,ne,130-194,0,0,1,0,0,,,1.00
842,rld,2012,10,7,Cochabamba,norte,simon lopez y melchor perez,Casa en Urb.,Constructora,,,3,,,1,110000,,0,,cb,otro,casurb,3,ne,nueva,ne,ne,82-130,0,0,1,0,0,,,1.00
843,rld,2012,10,7,Cochabamba,norte D2,temporal cerca hotel la colonia,Casa,Inmobiliaria,,,7,,,0,250000,,0,,cb,otro,cas,5+,ne,ne,ne,ne,194+,0,0,1,0,0,,,1.00
844,rld,2012,10,7,Sacaba,,km4 a sacaba,Casa en Urb.,Inmobiliaria,,,5,,,0,123000,,0,,sac,otro,casurb,5+,ne,ne,ne,ne,82-130,0,0,1,0,0,,,1.00
845,rld,2012,10,7,Cochabamba,oeste,chiquicollo,Casa en Urb.,Inmobiliaria,,,3,,,0,215000,,0,,cb,otro,casurb,3,ne,ne,ne,ne,194+,0,0,1,0,0,,,1.00
846,rld,2012,10,7,Cochabamba,oeste,el bosque II,Casa en Urb.,Inmobiliaria,,,,,,0,395000,,0,,cb,otro,casurb,NE,ne,ne,ne,ne,194+,0,0,1,0,0,,,1.00
847,rld,2012,10,7,Cochabamba,oeste,seminario cerca av segunda,Casa,Inmobiliaria,500,,3,,,0,170000,,0,,cb,otro,cas,3,ne,ne,431-696,ne,130-194,1,0,1,1,0,,,1.00
849,rld,2012,10,7,Cochabamba,sud,templo don bosco,Casa,Inmobiliaria,,,,,,0,74500,,0,,cb,otro,cas,NE,ne,ne,ne,ne,11-82,0,0,1,0,0,,,1.00
850,rld,2012,10,7,Sacaba,pacata-pedregal,,Casa,Inmobiliaria,,,,,,1,78000,,0,,sac,otro,cas,NE,ne,nueva,ne,ne,11-82,0,0,1,0,0,,,1.00
851,rld,2012,10,7,Colcapirhua,florida sud,,Departamento,Inmobiliaria,,,,,,0,85000,,0,,colc,otro,depto,NE,ne,ne,ne,ne,82-130,0,0,1,0,0,,,2.00
852,rld,2012,10,7,Colcapirhua,,av cap ustariz km6,Casa,Inmobiliaria,,,,,,1,85000,,0,,colc,otro,cas,NE,ne,nueva,ne,ne,82-130,0,0,1,0,0,,,1.00
853,rld,2012,10,7,Cochabamba,sud,cerca base aerea,Casa,Inmobiliaria,,,,,,0,130000,,0,,cb,otro,cas,NE,ne,ne,ne,ne,82-130,0,0,1,0,0,,,1.00
854,rld,2012,10,7,Cochabamba,oeste,barrio profesional,Casa,Inmobiliaria,,,,,,0,175000,,0,,cb,otro,cas,NE,ne,ne,ne,ne,130-194,0,0,1,0,0,,,1.00
855,rld,2012,10,7,Cochabamba,centro,zona hosp viedma,Casa,Inmobiliaria,,,,,,0,185000,,0,,cb,otro,cas,NE,ne,ne,ne,ne,130-194,0,0,1,0,0,,,1.00
856,rld,2012,10,7,Cochabamba,chimba,av pabon,Casa,Inmobiliaria,,,,,,0,,,0,,cb,otro,cas,NE,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
857,rld,2012,10,7,Cochabamba,sud,av ingavi,Casa,Inmobiliaria,720,,,,,0,,,0,,cb,otro,cas,NE,ne,ne,697-max,ne,ne,1,0,0,0,0,,,1.00
858,rld,2012,10,7,Cochabamba,oeste,av cap ustariz km3,Casa,Inmobiliaria,696,,,,,0,,,0,,cb,otro,cas,NE,ne,ne,431-696,ne,ne,1,0,0,0,0,,,1.00
859,rld,2012,10,7,Cochabamba,oeste,juan de la roza y melchor perez,Casa,Inmobiliaria,600,,,,,0,,,0,,cb,otro,cas,NE,ne,ne,431-696,ne,ne,1,0,0,0,0,,,1.00
860,rld,2012,10,7,Cochabamba,oeste,cap ustariz y melchor perez,Casa,Inmobiliaria,,,,,,0,135000,,0,,cb,otro,cas,NE,ne,ne,ne,ne,130-194,0,0,1,0,0,,,1.00
861,rld,2012,10,7,Cochabamba,sud,av siglo xx,Casa,Inmobiliaria,483,,,,,0,,,0,,cb,otro,cas,NE,ne,ne,431-696,ne,ne,1,0,0,0,0,,,1.00
862,rld,2012,10,7,Cochabamba,cala cala,cerca colegio maryknoll,Casa,Inmobiliaria,,,,,,0,185000,,0,,cb,otro,cas,NE,ne,ne,ne,ne,130-194,0,0,1,0,0,,,1.00
863,rld,2012,10,7,Cochabamba,oeste,beijing y america,Casa,Inmobiliaria,,,,,,0,145000,,0,,cb,otro,cas,NE,ne,ne,ne,ne,130-194,0,0,1,0,0,,,1.00
864,rld,2012,10,7,Cochabamba,sudoeste,chimba cerca colegio micaela,Casa,Inmobiliaria,500,,,,,0,180000,,0,,cb,otro,cas,NE,ne,ne,431-696,ne,130-194,1,0,1,1,0,,,1.00
865,rld,2012,10,7,Cochabamba,zona sausalito,,Casa,Inmobiliaria,670,,,,,1,112000,,0,,cb,otro,cas,NE,ne,nueva,431-696,ne,82-130,1,0,1,1,0,,,1.00
868,rld,2012,10,7,Sacaba,pacata,,Casa,Inmobiliaria,,,4,,,0,135000,,0,,sac,otro,cas,4,ne,ne,ne,ne,130-194,0,0,1,0,0,,,1.00
869,rld,2012,10,7,Cochabamba,norte,temporal,Casa,Inmobiliaria,485,,,,,0,210000,,0,,cb,otro,cas,NE,ne,ne,431-696,ne,194+,1,0,1,1,0,,,1.00
870,rld,2012,10,7,Cochabamba,oeste,chiquicollo,Casa en Urb.,Inmobiliaria,,,,,,0,200000,,0,,cb,otro,casurb,NE,ne,ne,ne,ne,194+,0,0,1,0,0,,,1.00
871,rld,2012,10,7,Cochabamba,oeste,blanco galindo km4,Casa,Inmobiliaria,275,,,,,0,,,0,,cb,otro,cas,NE,ne,ne,144-300,ne,ne,1,0,0,0,0,,,1.00
872,rld,2012,10,7,Cochabamba,oeste,blanco galindo km5,Casa,Inmobiliaria,250,,,,,0,,,0,,cb,otro,cas,NE,ne,ne,144-300,ne,ne,1,0,0,0,0,,,1.00
873,rld,2012,10,7,Cochabamba,oeste,blanco galindo km6,Casa,Inmobiliaria,220,,,,,0,,,0,,cb,otro,cas,NE,ne,ne,144-300,ne,ne,1,0,0,0,0,,,1.00
874,rld,2012,10,7,Cochabamba,oeste,blanco galindo km7,Casa,Inmobiliaria,300,,,,,0,,,0,,cb,otro,cas,NE,ne,ne,144-300,ne,ne,1,0,0,0,0,,,1.00
875,rld,2012,10,7,Cochabamba,oeste,blanco galindo km8,Casa,Inmobiliaria,280,,,,,0,,,0,,cb,otro,cas,NE,ne,ne,144-300,ne,ne,1,0,0,0,0,,,1.00
876,rld,2012,10,7,Colcapirhua,colcapirhua,"blanco galindo km 5 y 6,5",Casa,Inmobiliaria,405,,,,,0,,,0,,colc,otro,cas,NE,ne,ne,301-430,ne,ne,1,0,0,0,0,,,1.00
877,rld,2012,10,7,Colcapirhua,colcapirhua,"blanco galindo km 5 y 6,6",Casa,Inmobiliaria,200,,,,,0,,,0,,colc,otro,cas,NE,ne,ne,144-300,ne,ne,1,0,0,0,0,,,1.00
878,rld,2012,10,7,Colcapirhua,colcapirhua,"blanco galindo km 5 y 6,7",Casa,Inmobiliaria,225,,,,,0,,,0,,colc,otro,cas,NE,ne,ne,144-300,ne,ne,1,0,0,0,0,,,1.00
879,rld,2012,10,7,Colcapirhua,colcapirhua,"blanco galindo km 5 y 6,8",Casa,Inmobiliaria,230,,,,,0,,,0,,colc,otro,cas,NE,ne,ne,144-300,ne,ne,1,0,0,0,0,,,1.00
880,rld,2012,10,7,Colcapirhua,colcapirhua,"blanco galindo km 5 y 6,9",Casa,Inmobiliaria,350,,,,,0,,,0,,colc,otro,cas,NE,ne,ne,301-430,ne,ne,1,0,0,0,0,,,1.00
881,rld,2012,10,7,Colcapirhua,colcapirhua,"blanco galindo km 5 y 6,10",Casa,Inmobiliaria,350,,,,,0,,,0,,colc,otro,cas,NE,ne,ne,301-430,ne,ne,1,0,0,0,0,,,1.00
882,rld,2012,10,7,Colcapirhua,colcapirhua,blanco galindo km8,Casa,Inmobiliaria,707,,,,,0,,,0,,colc,otro,cas,NE,ne,ne,697-max,ne,ne,1,0,0,0,0,,,1.00
883,rld,2012,10,7,Colcapirhua,colcapirhua,blanco galindo km9,Casa,Inmobiliaria,524,,,,,0,,,0,,colc,otro,cas,NE,ne,ne,431-696,ne,ne,1,0,0,0,0,,,1.00
884,rld,2012,10,7,Colcapirhua,colcapirhua,blanco galindo km10,Casa,Inmobiliaria,477,,,,,0,,,0,,colc,otro,cas,NE,ne,ne,431-696,ne,ne,1,0,0,0,0,,,1.00
885,rld,2012,10,7,Colcapirhua,,av reducto y dorbigny,Casa,Inmobiliaria,270,,,,,0,,,0,,colc,otro,cas,NE,ne,ne,144-300,ne,ne,1,0,0,0,0,,,1.00
886,rld,2012,10,7,Quillacollo,hacia el paso,av b galindo km 10,Casa,Inmobiliaria,524,,,,,0,,,0,,qllo,otro,cas,NE,ne,ne,431-696,ne,ne,1,0,0,0,0,,,1.00
887,rld,2012,10,7,Quillacollo,hacia el paso,av b galindo km 11,Casa,Inmobiliaria,600,,,,,0,,,0,,qllo,otro,cas,NE,ne,ne,431-696,ne,ne,1,0,0,0,0,,,1.00
888,rld,2012,10,7,Quillacollo,hacia el paso,av b galindo km 12,Casa,Inmobiliaria,479,,,,,0,,,0,,qllo,otro,cas,NE,ne,ne,431-696,ne,ne,1,0,0,0,0,,,1.00
889,rld,2012,10,7,Quillacollo,,av b galindo km11,Casa,Inmobiliaria,290,,,,,0,,,0,,qllo,otro,cas,NE,ne,ne,144-300,ne,ne,1,0,0,0,0,,,1.00
890,rld,2012,10,7,Quillacollo,,av b galindo km12,Casa,Inmobiliaria,252,,,,,0,,,0,,qllo,otro,cas,NE,ne,ne,144-300,ne,ne,1,0,0,0,0,,,1.00
891,rld,2012,10,7,Quillacollo,,av b galindo km13,Casa,Inmobiliaria,350,,,,,0,,,0,,qllo,otro,cas,NE,ne,ne,301-430,ne,ne,1,0,0,0,0,,,1.00
892,rld,2012,10,7,Quillacollo,,av b galindo km14,Casa,Inmobiliaria,405,,,,,0,,,0,,qllo,otro,cas,NE,ne,ne,301-430,ne,ne,1,0,0,0,0,,,1.00
893,rld,2012,10,7,Quillacollo,,av b galindo km15,Casa,Inmobiliaria,443,,,,,0,,,0,,qllo,otro,cas,NE,ne,ne,431-696,ne,ne,1,0,0,0,0,,,1.00
894,rld,2012,10,7,Quillacollo,quillacollo,barrio manaco,Casa,Inmobiliaria,,,4,,,0,,,0,,qllo,otro,cas,4,ne,ne,ne,ne,ne,0,0,0,0,0,,,1.00
895,rld,2012,10,7,Quillacollo,quillacollo,proximo a terminal,Casa,Inmobiliaria,800,,,,,0,,,0,,qllo,otro,cas,NE,ne,ne,697-max,ne,ne,1,0,0,0,0,,,1.00
896,rld,2012,10,7,Quillacollo,quillacollo,final barrio manaco,Casa,Inmobiliaria,240,,3,,,0,,,0,,qllo,otro,cas,3,ne,ne,144-300,ne,ne,1,0,0,0,0,,,1.00
897,rld,2012,10,7,Quillacollo,quillacollo,av f mercado,Casa,Inmobiliaria,317,,,,,0,,,0,,qllo,otro,cas,NE,ne,ne,301-430,ne,ne,1,0,0,0,0,,,1.00
898,rld,2012,10,7,Quillacollo,quillacollo,santo domingo,Casa,Inmobiliaria,254,,,,,0,,,0,,qllo,otro,cas,NE,ne,ne,144-300,ne,ne,1,0,0,0,0,,,1.00
899,rld,2012,10,7,Quillacollo,quillacollo,c. martin cardenas,Casa,Inmobiliaria,225,,,,,0,,,0,,qllo,otro,cas,NE,ne,ne,144-300,ne,ne,1,0,0,0,0,,,1.00
900,rld,2012,10,7,Quillacollo,quillacollo,av. Antofagasta,Casa,Inmobiliaria,655,,,,,0,,,0,,qllo,otro,cas,NE,ne,ne,431-696,ne,ne,1,0,0,0,0,,,1.00
901,rld,2012,10,7,Quillacollo,quillacollo,av. Antofagasta,Casa,Inmobiliaria,246,,,,,0,,,0,,qllo,otro,cas,NE,ne,ne,144-300,ne,ne,1,0,0,0,0,,,1.00
902,rld,2012,10,7,Quillacollo,quillacollo,av. Antofagasta,Casa,Inmobiliaria,251,,,,,0,,,0,,qllo,otro,cas,NE,ne,ne,144-300,ne,ne,1,0,0,0,0,,,1.00
903,rld,2012,10,7,Quillacollo,quillacollo,av. Antofagasta,Casa,Inmobiliaria,250,,,,,0,,,0,,qllo,otro,cas,NE,ne,ne,144-300,ne,ne,1,0,0,0,0,,,1.00
904,rld,2012,10,7,Quillacollo,quillacollo,av. Antofagasta,Casa,Inmobiliaria,1992,,,,,0,,,0,,qllo,otro,cas,NE,ne,ne,697-max,ne,ne,1,0,0,0,0,,,1.00
905,rld,2012,10,7,Quillacollo,quillacollo,av ernesto cespedes,Casa,Inmobiliaria,225,,,,,0,,,0,,qllo,otro,cas,NE,ne,ne,144-300,ne,ne,1,0,0,0,0,,,1.00
906,rld,2012,10,7,Quillacollo,quillacollo,ironcollo,Casa,Inmobiliaria,280,,,,,0,,,0,,qllo,otro,cas,NE,ne,ne,144-300,ne,ne,1,0,0,0,0,,,1.00
907,rld,2012,10,7,Quillacollo,quillacollo,villa moderna,Casa,Inmobiliaria,300,,,,,0,,,0,,qllo,otro,cas,NE,ne,ne,144-300,ne,ne,1,0,0,0,0,,,1.00
908,rld,2012,10,7,Quillacollo,quillacollo,german busch,Casa,Inmobiliaria,800,,,,,0,,,0,,qllo,otro,cas,NE,ne,ne,697-max,ne,ne,1,0,0,0,0,,,1.00
909,rld,2012,10,7,Quillacollo,quillacollo,urbYPFB,Casa,Inmobiliaria,308,,,,,0,,,0,,qllo,otro,cas,NE,ne,ne,301-430,ne,ne,1,0,0,0,0,,,1.00
910,rld,2012,10,7,Vinto,vinto,prox univ adventista,Casa,Inmobiliaria,280,,,,,0,,,0,,vin,otro,cas,NE,ne,ne,144-300,ne,ne,1,0,0,0,0,,,1.00
911,rld,2012,10,7,Vinto,vinto,chulla,Casa,Inmobiliaria,3300,,,,,0,,,0,,vin,otro,cas,NE,ne,ne,697-max,ne,ne,1,0,0,0,0,,,1.00
912,rld,2012,10,7,Vinto,vinto,mallcorancho,Casa,Inmobiliaria,3630,,,,,0,,,0,,vin,otro,cas,NE,ne,ne,697-max,ne,ne,1,0,0,0,0,,,1.00
913,rld,2012,10,7,Vinto,vinto,viloma,Casa,Inmobiliaria,1805,,,,,0,42000,,0,,vin,otro,cas,NE,ne,ne,697-max,ne,11-82,1,0,1,1,0,,,1.00
914,rld,2012,10,7,Vinto,vinto,8 cuadras norte,Casa,Inmobiliaria,400,,4,,,0,39600,,0,,vin,otro,cas,4,ne,ne,301-430,ne,11-82,1,0,1,1,0,,,1.00
915,rld,2012,10,7,Cochabamba,norte,inm instituto americano,Casa,Inmobiliaria,500,,5,,,0,450000,,0,,cb,otro,cas,5+,ne,ne,431-696,ne,194+,1,0,1,1,0,,,1.00
916,rld,2012,10,7,Sacaba,pacata,,Casa,Inmobiliaria,312,320,4,,,0,139000,,0,,sac,otro,cas,4,ne,ne,301-430,273+,130-194,1,1,1,1,1,434.375,434.375,1.00
917,rld,2012,10,7,Tiquipaya,trojes,en condominio,Casa en Urb.,Inmobiliaria,,,4,,,0,149000,,0,,tiq,otro,casurb,4,ne,ne,ne,ne,130-194,0,0,1,0,0,,,1.00
918,rld,2012,10,7,Sacaba,sacaba,bella vista,Casa,Inmobiliaria,290,,5,,,1,110000,,0,,sac,otro,cas,5+,ne,nueva,144-300,ne,82-130,1,0,1,1,0,,,1.00
919,rld,2012,10,7,Cochabamba,este,san pedro,Casa,Inmobiliaria,400,,,,,0,285000,,0,,cb,otro,cas,NE,ne,ne,301-430,ne,194+,1,0,1,1,0,,,1.00
920,rld,2012,10,7,Cochabamba,chiquicollo,,Casa,Inmobiliaria,300,,5,,,0,135000,,0,,cb,otro,cas,5+,ne,ne,144-300,ne,130-194,1,0,1,1,0,,,1.00
921,rld,2012,10,7,Cochabamba,norte,av villavicencio,Casa,Inmobiliaria,382,,4,,,0,200000,,0,,cb,otro,cas,4,ne,ne,301-430,ne,194+,1,0,1,1,0,,,1.00
922,rld,2012,10,7,Sacaba,sacaba,en condominio km5,Casa,Inmobiliaria,500,,4,,,0,187000,,0,,sac,otro,cas,4,ne,ne,431-696,ne,130-194,1,0,1,1,0,,,1.00
924,rld,2012,10,7,Quillacollo,quillacollo,chojñacollo,Casa,Inmobiliaria,300,,3,,,1,22900,,0,,qllo,otro,cas,3,ne,nueva,144-300,ne,11-82,1,0,1,1,0,,,1.00
925,rld,2012,10,7,Quillacollo,quillacollo,chojñacollo,Casa,Inmobiliaria,,,,,,1,35900,,0,,qllo,otro,cas,NE,ne,nueva,ne,ne,11-82,0,0,1,0,0,,,1.00
926,rld,2012,10,7,Quillacollo,quillacollo,sapenco,Casa,Inmobiliaria,225,,3,,,0,55700,,0,,qllo,otro,cas,3,ne,ne,144-300,ne,11-82,1,0,1,1,0,,,1.00
927,rld,2012,10,7,Quillacollo,quillacollo,prox transito qllo,Casa,Inmobiliaria,225,,6,,1,0,75900,,0,,qllo,otro,cas,5+,ne,ne,144-300,ne,11-82,1,0,1,1,0,,,1.00
928,rld,2012,10,7,Cochabamba,sud,calicanto,Casa,Inmobiliaria,,,3,,,0,36900,,0,,cb,otro,cas,3,ne,ne,ne,ne,11-82,0,0,1,0,0,,,1.00
929,rld,2012,10,7,Quillacollo,quillacollo,prox blanco galindo,Casa,Inmobiliaria,430,,4,,,0,129500,,0,,qllo,otro,cas,4,ne,ne,301-430,ne,82-130,1,0,1,1,0,,,1.00
930,rld,2012,10,7,Sacaba,sacaba,prox cond el castillo,Casa en Urb.,Inmobiliaria,,,3,,1,0,112000,,0,,sac,otro,casurb,3,ne,ne,ne,ne,82-130,0,0,1,0,0,,,1.00
931,rld,2012,10,7,Cochabamba,sud,parque el pulpo,Casa,Inmobiliaria,,,2,,,0,68000,,0,,cb,otro,cas,1-2,ne,ne,ne,ne,11-82,0,0,1,0,0,,,1.00
932,rld,2012,10,7,Sacaba,sacaba,puntiti urb FUD,Casa en Urb.,Inmobiliaria,,,3,,1,1,71000,,0,,sac,otro,casurb,3,ne,nueva,ne,ne,11-82,0,0,1,0,0,,,1.00
933,rld,2012,10,7,Sacaba,sacaba,quintanilla cerca av chapare,Casa,Inmobiliaria,,,4,,,1,76000,,0,,sac,otro,cas,4,ne,nueva,ne,ne,11-82,0,0,1,0,0,,,1.00
934,rld,2012,10,7,Cochabamba,condebamba,prox templo guadalupe,Casa en Urb.,Inmobiliaria,,,3,,,1,98000,,0,,cb,otro,casurb,3,ne,nueva,ne,ne,82-130,0,0,1,0,0,,,1.00
935,rld,2012,10,7,Cochabamba,norte,mayorazgo cerca av circunvalacion,Casa,Inmobiliaria,400,,4,,,2,105000,,0,,cb,otro,cas,4,ne,no-nueva,301-430,ne,82-130,1,0,1,1,0,,,1.00
936,rld,2012,10,7,Tiquipaya,chilimarca,,Casa,Inmobiliaria,400,,4,,,1,135000,,0,,tiq,otro,cas,4,ne,nueva,301-430,ne,130-194,1,0,1,1,0,,,1.00
937,rld,2012,10,7,Cochabamba,norte,temporal cerca semapa,Casa,Inmobiliaria,,,3,,,1,145000,,0,,cb,otro,cas,3,ne,nueva,ne,ne,130-194,0,0,1,0,0,,,1.00
938,rld,2012,10,7,Cochabamba,norte,aranjuez,Casa en Urb.,Inmobiliaria,,,4,,,1,148000,,0,,cb,otro,casurb,4,ne,nueva,ne,ne,130-194,0,0,1,0,0,,,1.00
939,rld,2012,10,7,Cochabamba,centro,cerca mercado calatayud,Casa,Inmobiliaria,210,,,,,2,300000,,0,,cb,otro,cas,NE,ne,no-nueva,144-300,ne,194+,1,0,1,1,0,,,1.00
940,rld,2012,10,7,Cochabamba,centro,prox plaza colon,Casa,Inmobiliaria,578,,,,,0,670000,,0,,cb,otro,cas,NE,ne,ne,431-696,ne,194+,1,0,1,1,0,,,1.00
941,rld,2012,10,7,Cochabamba,centro,c. jordan y lanza,Casa,Inmobiliaria,336,520,14,,,0,,,0,,cb,otro,cas,5+,ne,ne,301-430,273+,ne,1,1,0,0,0,,,1.00
942,rld,2012,10,7,Cochabamba,centro,prox plaza principal,Casa,Inmobiliaria,,,,,,0,245000,,0,,cb,otro,cas,NE,ne,ne,ne,ne,194+,0,0,1,0,0,,,1.00
943,rld,2012,10,7,Cochabamba,centro,av salamanca,Casa,Inmobiliaria,570,,,,,2,650000,,0,,cb,otro,cas,NE,ne,no-nueva,431-696,ne,194+,1,0,1,1,0,,,1.00
944,rld,2012,10,7,Cochabamba,norte,stadium,Casa,Inmobiliaria,528,,,,,1,430000,,0,,cb,otro,cas,NE,ne,nueva,431-696,ne,194+,1,0,1,1,0,,,1.00
945,rld,2012,10,7,Cochabamba,centro,av 25 de mayo,Casa,Inmobiliaria,1200,,,,,0,,,0,,cb,otro,cas,NE,ne,ne,697-max,ne,ne,1,0,0,0,0,,,1.00
946,rld,2012,10,7,Cochabamba,centro,av san martin,Casa,Inmobiliaria,717,,,,,0,,,0,,cb,otro,cas,NE,ne,ne,697-max,ne,ne,1,0,0,0,0,,,1.00
947,rld,2012,10,7,Cochabamba,centro,calle esteban arce,Casa,Inmobiliaria,822,,,,,2,,,0,,cb,otro,cas,NE,ne,no-nueva,697-max,ne,ne,1,0,0,0,0,,,1.00
